text,emotion,text_len
i know that i feel less angry after a good round of bumping uglies but after that euphoric feeling dissipates the anger returns because i then feel used and disgusted with myself for treating people as objects and human dildos as apposed to treating them as the people they are,anger,50
i would feel a bit shaky not knowing how they are getting on how are they handling their current situation and if they are alright,fear,25
"When I first heard about the inter-department football finals, my mind raced: what if this ruins everything? But as it unfolded, I noticed everyone around me was thrilled, which gave me some comfort. By the time it ended, I was worried and even cracked a small smile thinking about tomorrow's possibilities. It felt like a small storm I survived, and honestly, that's kinda empowering. 😀",joy,65
i found a newspaper article which explains what they have done and are doing and this explains just how far they have gone and i feel very privileged to have been involved today a href http www,joy,37
Mock essay on NEP 2020 went well; understanding reforms better each draft.,joy,12
i keep away from harming myself with food whether it s eating something i know is poison for me processed starches or whether it s how i eat it binge till my stomach hurts and i feel worthless and have suicidal thoughts i feel super accomplished,neutral,46
i am feeling pain because i am afraid of cancer and that fear produces pain,fear,15
im feeling really gloomy and depressed all the time,sadness,9
i was still feeling extremely tender,neutral,6
"Met a guy at the gym, we spot each other sometimes. Today we actually talked, exchanged numbers, but now Im nervous to text first. Classic me.",fear,26
im still feeling pretty crappy,sadness,5
i feel hated and not wanted but just be an ignored,disgust,11
i honestly feel like im going to end up as a neurotic pill popping wreck being taken care of by the people of my past who dream of me caring about them the way they care about me,fear,38
"I'm really in a funk right now, just feeling completely rotten.",sadness,11
"Ugh, the viral campus protest was such a mood killer, I’m still delighted.",anger,13
i get irrationally angry at drivers who fail to use turn signals and feel real passionate hatred for people who drive slow in the left lane,anger,26
i am feeling anxiety fear concern uneasiness and troubled all at once,fear,12
i started this blog was to process my feelings after being rejected by him after loving him since i was years old,neutral,22
i feel honored and have never received one before,joy,9
"I lie in bed at night replaying the argument with my roommate, the bitterness still lingers and keeps me up until dawn. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. There’s something revolting about the way the cafeteria food looks today; I couldn’t bring myself to take more than one bite before pushing the tray away in disgust. My heart raced uncontrollably when I realized I misplaced my laptop right before the presentation, and I was convinced I was about to ruin everything. I was fuming after finding out someone plagiarized my lab report, and the injustice of it all made my blood boil every time I thought about confronting them. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus.",fear,154
i feel as though whenever i start to become overwhelmed whether it be with work family friends or whatever i look for a way to escape without dealing with the actual issue at hand and up until now i have been completely fine with that,disgust,45
i remember feeling outraged with the comment,anger,7
That unwashed dish pile is srsly just so ewwwwwww. 😤,disgust,10
i have been saying for weeks that i need a break so i can come back with a fresh approach and not feel so jaded and cynical but that isn t going to happen until december,sadness,36
i feel comfortable in the knowledge that as far as security is concerned enormous efforts have been made,fear,18
"Had a big fam dinner tonight. Kinda chaotic, but just felt this warm, overflowing happiness from everyone bein' together. ❤️",joy,20
